,id,dateAdded,dateUpdated,name,brand,reviews.date,reviews.dateSeen,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.text,reviews.title,reviews.username
4859,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-03-28T00:00:00.000Z,"2017-04-30T02:03:00.000Z,2017-03-31T09:38:00.000Z",1,0,5,"She loves it, the only problem I have is getting it away from her, even while riding in vehicles. LOL",Amazon HD8 granddaughter tablet,Matt
4860,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-12-30T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,5,"It is amazing that you can get this much tech for such a low price. This thing does everything I need, and it's so much faster than my old Kindle.",Love my Kindle,mnbdude
4864,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-01-06T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,5,"I purchased two for my grandchildren. They loved it. Reading, games and videos",Great item for readers.,santon
4866,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-12-23T00:00:00.000Z,"2017-03-23T04:42:00.000Z,2017-03-09T19:51:00.000Z,2017-04-30T02:03:00.000Z",1,0,5,Bought it for the grandkids for Christmas. Like the parental controls!,For grandkids,Bob5397
4867,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-04-14T00:00:00.000Z,2017-04-26T10:34:00.000Z,1,0,4,"This is my first Fire Kindle. I love it. It is fast, and has good internet. It gives me quick access to all my Kindle library. I found out it's easier to scroll through the pages than when using Kindle Touch.",Nice Amazon tablet,Cristian
4868,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-01-06T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,5,I bought this as an affordable alternative to the iPad mini. I liked the expandable storage option and size. Super easy to use. Unfortunately granddaughter wanted and iPad mini to go with her other apple products. So I ended up returning it. In hindsight I should've kept it for myself.,Excellent product but granddaughter wanted an iPad,Lori
4870,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-12-04T00:00:00.000Z,"2017-03-09T19:51:00.000Z,2017-04-30T02:03:00.000Z",1,1,5,"For the price this is an excellent tablet. I have a high end laptop that does convert to tablet but at almost 16"" and the foldover design I normally just use it in laptop mode. I also have a high end ""phablet"" sized phone. So I was not sure how often I'd use a tablet, and did not want to spend 500ish on an ipad. The Fire has been a great ""in between"" so far on days I use my phone alot and want to avoid charging more than once per day, and don't have the need to use my laptop. The speed is zippy & the screen clarity/quality is good enough. Storage is even better than ipads since it is expandable (for now I use a 64 gb card giving me a total of 96 gb, but the expandable can go up to 200 gb). Tying into Amazon is nice since I have Amazon Prime). Basic web surfing, email & facebook work great. The only ""bad"" feature is the camera & video quality. But that does not matter to me since I have my high quality camera & video recorder on my phone. Only other slight negative is light bleed noticed just when booting up on grey screen. Color/brightness uniformity is perfect to my eyes once it is up & running. Really enjoying the kindle component for book & magazine reading as well. Overall, probably the best $100 I have spent in a long time.",Serves my tablet needs perfectly,SpartyForLife
4871,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-10-05T00:00:00.000Z,"2017-04-03T03:55:00.000Z,2017-03-23T04:42:00.000Z",1,105,4,"I've had lots of tablets in the past, mostly from the Samsung line, but this is my first Amazon Fire, so I want to write this review for others who have never tried one of these. At the time that this was written, Alexa had not been added to the tablet.First, while this device runs an Android type of operating system, Amazon puts its own spin on the operating system. I don't feel like I'm using Android. This feels different to me. It doesn't have the same level of customization that Android users have come to appreciate. That being said, if you are an Amazon Prime member, this device has been tailored to be your content entertainment machine. It's simply a fun way to consume your magazines, books, etc.There are 3 on-screen buttons on the bottom of the device. The middle button immediately takes you to your home screen. The button to the left acts as a sort of ""back"" button. It also lets me get rid of my keyboard when I don't need it on screen, but it's open. The button to the right is super important. It took me a couple of days to realize what it does. That square shaped button is what you press you see what apps you have open. It lets you switch between apps, but it also lets you see which apps you have open and close them out. You can close them by pressing the ""X"" button in the corner of the window that appears or by touching the app window and swiping to the right. If you leave all of those apps open and you never close them, you'll drain your battery. Make sure you use that little square button to clear your apps.The device has several menus that you swipe left to view. First, you start with your home screen. You literally can stay on this screen and do anything you need to do on the tablet. All of your apps are housed here. You swipe up to view all of them. The tablet comes with several apps pre-installed such as Slik, Amazon's own internet browser, Audible, Good Reads, the Amazon app store, a weather app, etc. You can go to the Amazon app store to download other apps such as Twitter, Facebook, etc. You can combine the apps on this page into folders. You just drag one app to another app and a folder appears. This made my home screen much more manageable. You can change the size of the font on the home screen from normal to large or small in the device settings. This feature doesn't necessarily increase the size of the font within your apps, however. I believe it only changes the font on your main screens.If you have a magazine or newspaper subscription that is connected to your device, when you have a new issues, it will show up at the top of your home page screen under the heading of ""new items."" The device comes with a free 6 month subscription to the Washington Post. You'll see that under ""new items"" when you initially activate your tablet.You can change the wallpaper on the screen to use one of your own photos. You can do this through the settings menu on the device. If you want to use one of your own photos, however, you need to either take it on the device or move it into Amazon's Photos app, which is a cloud-based app.So far, I haven't found a way to effectively use a different photo management app that will let me change my wallpaper. I'm not crazy about the Amazon Photo app. I found it annoying to move my photos from my phone into Amazon's cloud just so I could view them on my tablet. That being said, I'm not planning to take photos on this device. I just wanted a few pet photos on there and the ability to change my wallpaper.Beyond the home screen, you can swipe to the right to view your other screen. They are pre-arranged to be: books, videos, games, shop, apps, music, audiobooks, and newstand. All of those screens are connected to your Amazon account. For example, if you have Kindle books you've already purchased, they automatically will appear under the Books menu. Your magazines and newspaper subscriptions will appear under the newstand menu. There doesn't seem to be a way to change the order of the menu pages. That bugs me, but it's not the end of the world. There's also one menu to the left of the ""home"" menu. It's the ""recent"" page. It shows you what you've received looked at on the tablet. I never use it, but it might be handy for some people.One of my favorite features of this tablet is Amazon's ""On Deck"" capability. If you're an Amazon Prime member, Amazon will periodically download a video to your device that it thinks you might like. The items don't count against your pre-installed memory and they automatically deleted off if your memory starts getting full. You can turn off the ""on deck"" feature if you don't like it. I've been content with the video playback capability. This isn't my major use of the device, but the images look fine and the audio is OK. I'll talk more about the speakers later. My other favorite feature of this tablet is viewing magazine content through the Newstand. I've tried 3 magazines on here and they all look gorgeous. Now, I can always have my magazines with me so if I'm stuck at the airport or at the doctor's office, I always have them. One of my regular magazines includes a free digital version of the magazine for free. I just had to connect my account to the device. This allows me to download the back issues of the magazine for as long as I've had an account. My other magazine didn't include a digital edition so I canceled the print edition of it and switched to the digital version. (It was an inexpensive magazine, anyway.) There are several magazines that you can try free for 30 days on the device. I did this with a third magazine and decided to keep it for a year. Viewing magazines on this gadget is a pleasure.The Kindle Fire doesn't come with the Google Play store installed. You can side load it to the device without rooting it (and breaking your warranty.) You can Google to find the instructions to do this. It's not difficult to do if you're fairly comfortable with technology. It probably took me 10 minutes. Most of the apps I wanted were in the Amazon store, but there were a handful that I had paid for through Google Play. The only way I could have them was to go back to access that store. They have worked fine so far. I despise the keyboard that Amazon pre-installed on this device. There are no lines between the letters on the keyboard. I suppose it designed to be better for swyping through keys, but I hate it. I fixed that problem by going to Google Play and downloading a new keyboard. It was a pretty easy problem to solve so I can't complain.Apps that are connecting to the Internet can be a little slow to load on this device compared to my other gadgets, but that generally doesn't bother me. If you were using this tablet to replace your personal laptop, however, that might drive you crazy. The screen on this device isn't bad. If I compare it to my fancy phone, it's not as shape, but when you think about the price of this device compared to my smartphone, the screen is outstanding.The speakers are OK. There are two of them located on the bottom of the screen. I won't say that they are fantastic. They aren't. In my opinion, they are fine for watching YouTube or a television show. They are not OK for listening to music if you are an audiophile. You can make it a little better by downloading a different music app instead of relying on the pre-install app, but still your music will sound tinny. That being said, you can always connect your tablet to a bluetooth speaker, use a pair of headphones, etc.This device wasn't made for taking pictures. It has a front and back camera, but they aren't designed to be spectacular. I'm not using them.I find this device a little difficult to hold in my hands. I think that's partly because of the size and partly because it feels very slick. Also, I do have some hand problems (similar to someone who has Carpal Tunnel syndrome). I think it will be easier to handle once my case arrives. I'm still waiting for it. I'm greatly enjoying this device. It's simply fun to use the tablet. There are weaknesses that come with that lower price tag, but you legitimately get a lot of bang for your buck, particularly if you regularly use Amazon services. If you don't typically use Amazon and you are just looking for a tablet for viewing the Internet and you're looking for a low price tag, this device may be OK for you.",Great price on an awesome little tablet,Jenn
4872,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-01-31T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,4,"This tablet is designed primarily to sell, distribute and store media purchased from the Amazon.com product line, ie Kindle e-books, movies viewed or stored from their online movie streaming service, etc., and it does that very well.Reasonably sharp screen, good sound, good battery life and decent component materials. It uses their version of the Android OS which they call the Fire OS which is decently responsive and fairly intuitive to use - Be aware that you cannot install or run most apps purchased from the Google Play store, but must rely on Amazon's own app store which is decent, but not as extensive as either Apple's or Google's.",Excellent Portable Media Device / Backup Tablet,BB808
4875,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-11-18T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,2,5,I love new Kindle Fire. I love the convenience having books with me all the time being able to have an entire library at my fingertips.,Love it,Ellen
4877,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-12-31T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,4,"A little more complicated than my original kindle, but I lIke it.",Love a kindle,Cidsue
4878,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-12-30T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,2,5,this tablet is great for reading the text is not a good as it is on my tab s2 9.7 in but this is about $200 cheaper i got it because i wanted a more natural book feel reading my books and the tab s2 was not doing it for me,great for reading,techpad42
4879,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-02-05T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,5,"Fixed alot of issues that were complained about with the 7"".","Big upgrade from the 7""",staffmeeting
4881,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-02-25T00:00:00.000Z,"2017-03-05T15:11:00.000Z,2017-04-30T02:03:00.000Z",1,0,4,It's great to some extent but I was expecting more. It's unfortunate that it does not work with lots of apps. Perhaps I'm not using them correctly. I'm still learning.,I was expecting more,jogger
4884,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-02-03T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,5,Easy to use. Very lightweight. Would recommend to anyone,Tab,Tablet
4886,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-01-18T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,4,I've love kindles for years and was looking for a bit larger reading area. That is what I got and more. I very satisfied EXCEPT it just goes blank repeatedly and for no apparent reason stay on and I am back to satisfaction.,goes off,PreacherMike
4888,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-11-18T00:00:00.000Z,"2017-03-23T04:42:00.000Z,2017-04-30T02:03:00.000Z",1,10,5,"Awesome and best e-book reader. I love the smooth page translations, bedtime shade and perfect hand held device. Kindle Fire has took their e reader to the next level. Great apps, music, and storage expansion for the price.",Excellent buy,lasmileysm
4891,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2016-12-25T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,5,"Got for my aunt for her first tablet. It has been user friendly for her, she yours it mostly for reading",First time tablet owner,Tlapee
4892,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-01-18T00:00:00.000Z,2017-04-30T02:03:00.000Z,1,0,5,I am really enjoying my new kindle fire hd 8. The picture is awesome even for a movie. I use it mostly to read with an occasional game or movie too. Colors are great and the size of the screen is very nice. I have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. Plus there was a great black Friday price.,Great product,Michelles3
4894,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-05-07T00:00:00.000Z,2017-05-10T07:31:00.000Z,1,0,4,Pretty decent tablet. Good for mindless games and Netflix. You get what you pay for.,Good basic tablet,ChrisH
4896,AVqkIiKWnnc1JgDc3khH,2017-03-06T14:59:44Z,2017-09-06T01:30:51Z,"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,2017-03-03T00:00:00.000Z,"2017-03-05T15:11:00.000Z,2017-04-30T02:03:00.000Z",1,0,5,"I have one, purchased this one for my mother in law, she had a 7 inch, between the bigger screen and HD, this one is much easier on her eyes and she can use it for longer periods of time without her eyes bothering her.",HD makes big difference,Roseyj
18,AVqVGZNvQMlgsOJE6eUY,2017-03-03T16:56:05Z,2018-10-25T16:36:31Z,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,2017-10-07T00:00:00.000Z,2017-10-10T00:00:00Z,1,0,5,Great product and service will refer to a friend. And the sales man r good,Great product and service,richard
30,AVqVGZNvQMlgsOJE6eUY,2017-03-03T16:56:05Z,2018-10-25T16:36:31Z,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,2017-08-26T00:00:00.000Z,2018-05-27T00:00:00Z,1,0,4,My fiancée really enjoyes it! I would definitely recommend.,Great product,Jeff
40,AVqVGZNvQMlgsOJE6eUY,2017-03-03T16:56:05Z,2018-10-25T16:36:31Z,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,2017-10-07T00:00:00.000Z,2017-10-10T00:00:00Z,1,0,5,The sales people are really nice and knowledgeable to me I will come back again,Great product,richard
57,AVqVGZNvQMlgsOJE6eUY,2017-03-03T16:56:05Z,2018-10-25T16:36:31Z,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,2017-01-08T00:00:00.000Z,"2018-05-27T00:00:00Z,2017-07-07T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-09T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",1,0,5,"I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire). This latest version of the kindle is excellent. I am jealous of my daughter and now am thinking about upgrading from my older kindle. The touchscreen is responsive. If you like reading on the kindle, it is worth the update.",great update,johnjohn
71,AVqVGZNvQMlgsOJE6eUY,2017-03-03T16:56:05Z,2018-10-25T16:36:31Z,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,2017-08-26T00:00:00.000Z,2017-08-30T00:00:00Z,1,0,4,My fiance really enjoyes it! I would definitely recommend.,Great product,Jeff
74,AVqVGZNvQMlgsOJE6eUY,2017-03-03T16:56:05Z,2018-10-25T16:36:31Z,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,2017-10-07T00:00:00.000Z,2017-10-10T00:00:00Z,1,0,5,Great product and service and the sales man r really nice.,Great product,richard
81,AVqVGZNvQMlgsOJE6eUY,2017-03-03T16:56:05Z,2018-10-25T16:36:31Z,"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,2017-02-18T00:00:00.000Z,"2018-05-27T00:00:00Z,2017-07-07T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-09T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",1,0,5,"I bought this for my daughter. It is our 4th Kindle bought within the family. The touchscreen is great and my daughter loves it. In fact, those of us with older model Kindles are jealous.",Child loves her Kindle,johnjohn
96,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-16T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,Great Gift for anyone. Very easy to setup. Coexist with all IOT Devices. Alexa is AWESOME!,Amazon Echo Show - Greatest Gift EVER,doyson
100,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-10-05T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,I have one Alexa and three Echo dots and having Echo Show now is awesome!,Awesome having Show!,Ciro
116,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-02-21T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"The Amazon echo is excellent. Easy to set up, and we now use it to automate the entire house from our air-conditioning thermostat to every light in the house with the Phillips hue bulbs. We went and got one for everyone in our family.",Excellent with Hue Lights and more,Gene
133,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-04-18T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,We use echo almost every day. It is fun to ask questions. The music is great. We check the weather and listen to NPRnews,Good product,Tony
161,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-20T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,I live the echo show! So easy to set up and use. I have one in the kitchen and one in our main bathroom.,lots to love,Hilti
173,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-03-24T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"I like having the screen and being able to see things like weather reports, etc. Still not using it to its full potential, but we have it controlling a couple of lamps, giving us weather reports, setting timers and alarms. It's making me lazy! Sometimes it doesn't hear my voice. Hears my husband's voice better. I find it best to put it pretty close to me on a side table.",Happy with it,Linda
195,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-20T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"I bought the white version and have it in the kitchen. I use it for EVERYTHING, music, video, phone, security cams, news, weather. It's the perfect kitchen assistant.",Perfect for the kitchen!,DJBryce
203,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-01-18T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"This Echo Show comes in handy. I use it almost as much as I thought I would. I am still learning all that it can do, but my favorite part is the screen. It’s not a huge deal, but if I could change one thing it would be a detachable power cable instead of hardwired.",Nice screen and speakers,Chris
210,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-22T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,I like the video feature for my doorbell. Wish it automatically showed a picture when door bell rung. Does not FaceTime. Maybe later. Also not all cameras are compatible.,Adds to my Dots,Steve
212,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-01-12T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"We love it to control the whole house lighting with Phillips Hue bulbs, as well as just everyday use for alarms, reminders, questions, news and even adjusting A/C, and Pandora Music Playlists. Bought one for my family as well.",Great,Gene
222,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-09T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"Love it , it’s my second Alexa it’s conceted to everything in my house thinking about buying more",Alexa show,Nick
224,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-30T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,I’ve had Amazon Alexa since she first hit the streets over two years ago and Echo Show is awesome! It can do so much more than Alexa and Echo Dot! You will love it!,Amazon Echo Show is the way to go!,Ciro
253,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-01-12T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,I bought this as a gift. As far as know it works fine,Bought it as a gift,Mike
272,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-01-13T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,We bought two of these for the kids. They love them and I now have an echo dot,Bought two of these. Love them and so do the kids,Mike
304,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-07-19T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"The Alexa Show was purchased to replace another much older device and while the Show is a good device it is lacking in some aspects that I had in the older device. I'm not sure if I'm missing it in the Show but I was able to get internet cameras on the older device (such as San Diego Zoo Elephants) that you can't get on the Show. While certainly not a deal breaker it was fun to watch. Setup was pretty straight forward and easy. It is a good aspect that we can talk to the device and it knows what we want to a certain extent. It is very literal at times and you have to make sure you have the exact code words or you get something other than what you want. (such as ""play"" or ""start"" or ""open"") I use it as an alarm clock and it is quite easy to set up the same time for my week but it would be a little more difficult if you have to work one weekend day of the week and then 4 more or other combination. You would have to set up several different alarms, one for each day as far as I can see. Some of the alarm sound choices are a bit alarming, I don't really want to be terrified awake each day. I found one that was mellow and at a moderate sound level works well. It would be nice to be able to add your own alarm sounds so you could have it customized to what you'd like. I don't see that yet anywhere. Another thing about the alarm is if you try to dismiss it and touch the screen the wrong way it puts the alarm into snooze mode instead of turning it off. If you tell it to dismiss the alarm it works fine but there are times I'd rather not say anything at that time of day and just dismiss it with a swipe, which is possible, but very sensitive and if you miss, here comes snooze! Just little things that may get fixed in the future with enough feedback from the customers but some may not effect people as much as some people who have more impact with a particular anomaly. I am thinking of getting a thermostat that hooks to it so I can monitor and change the heat and cooling but that is in the future at this time. Hoping that works well when it arrives.It will be nice to raise the temp a degree in the cold of winter without having to get out of the warmth of the bed. All in all I'd say it's a good emerging technology but needs a little work. Considering this type of thing was science fiction not too long ago It's kind of where we're heading.",It's not a bad device,Robert
312,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-01-08T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"I had an Alexa, but thought the show would be cool as it would allow me to link a camera to it, see videos for info I wanted to look up, play my prime video account. It would have been a 5 if I could see all prime shows/movies on it.",Cool product,Robert
316,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2018-01-15T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"My wife wanted this, so I got it as a gift. Even though I have had an Amazon Echo for a year, I think the Show is much better. The screen takes a lot of the mystery out of what Alexa is doing. Both my wife and daughter love it.",A better digital assistant,Nick
319,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-29T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"I love the Echo Show and its many features, great purchase.",Amazing!!!!,Ladybutterfly
324,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-12-20T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"I love this unit. Very well designed and built. It's very easy to use and has a huge amount of features. The screen is beautiful, but the audio could use a bit more bass IMHO. I bought 3 for Christmas gifts.",Amazing Technology,DJBryce
327,AWFUWc8THh53nbDRF6YO,2018-02-02T02:30:22Z,2018-10-15T16:03:30Z,"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,2017-11-15T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"Love it, bought one for everyone in the family.. I know they’ll love it too",A lot of fun & very useful,Maaroo
